customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totcharges_to_tenure_ratio
8961-QDZZJ,57,1,2,2,95,5535.8,0,97.11929825
9715-SBVSU,14,1,3,0,61.4,815.55,0,58.25357143
8490-BXHEO,18,1,0,1,80.55,1411.65,0,78.425
7173-TETGO,72,1,3,0,78.5,5602.25,0,77.80902778
7929-SKFGK,70,1,3,1,114.3,8244.3,0,117.7757143
2300-RQGOI,38,1,3,3,20.05,741.5,0,19.51315789
3563-SVYLG,68,1,3,1,62.65,4375.8,0,64.35
5228-EXCET,13,1,0,2,80.85,1008.7,1,77.59230769
6435-VWCCY,65,1,3,1,92.7,5968.4,0,91.82153846
4998-IKFSE,30,1,0,2,100.45,3096.9,0,103.23
8630-QSGXK,51,1,3,0,75.2,3901.25,0,76.49509804
2455-USLMV,31,1,0,1,84.75,2613.4,0,84.30322581
7394-FKDNK,9,1,0,2,89.45,853.1,1,94.78888889
9488-FVZCC,72,1,3,0,79.5,5661.7,0,78.63472222
6331-LWDTQ,10,1,0,1,72.15,794.25,1,79.425
5995-WWKKG,37,1,2,2,19.8,695.05,0,18.78513514
1597-FZREH,2,1,0,2,76.4,160.8,1,80.4
7879-CGSFV,55,1,2,3,100.9,5552.05,0,100.9463636
9921-EZKBY,33,1,0,0,95.3,3275.15,0,99.2469697
7432-FFVAR,46,1,2,0,90.95,4236.6,0,92.1
7246-ZGQDF,1,1,0,2,54.5,54.5,0,54.5
7000-WCEVQ,20,1,0,3,61.6,1174.35,1,58.7175
0727-IWKVK,9,1,0,2,79.9,741.7,1,82.41111111
5959-BELXA,32,1,0,1,96.15,3019.25,1,94.3515625
4456-RHSNB,19,1,0,0,49.6,962.9,0,50.67894737
3512-IZIKN,70,1,3,1,65.3,4759.75,1,67.99642857
2481-SBOYW,61,1,3,1,25,1498.35,0,24.56311475
7109-MFBYV,26,1,0,2,45.45,1233.15,0,47.42884615
1833-TCXKK,45,1,0,0,107.75,4882.8,0,108.5066667
1832-PEUTS,62,1,3,1,89.1,5411.65,0,87.28467742
6141-OOXUQ,1,1,0,3,19.65,19.65,1,19.65
8660-BUETV,3,1,0,3,44.75,148.05,0,49.35
0580-PIQHM,41,1,2,0,101.6,3930.55,0,95.86707317
5696-CEIQJ,67,1,3,0,103.15,6895.5,0,102.9179104
7503-ZGUZJ,1,1,0,3,84.65,84.65,1,84.65
1696-HXOWK,71,1,2,3,95.65,6856.95,0,96.57676056
3026-ATZYV,37,1,2,0,75.1,2658.8,0,71.85945946
4012-YCFAI,60,1,3,3,61.35,3766.2,0,62.77
2506-TNFCO,1,1,0,2,69.55,69.55,1,69.55
9970-QBCDA,6,1,0,1,19.7,129.55,0,21.59166667
8718-PTMEZ,13,0,0,2,31.05,347.25,1,26.71153846
9496-IVVRP,11,1,0,0,51,581.7,0,52.88181818
2207-OBZNX,7,1,0,3,51,354.05,1,50.57857143
2657-VPXTA,10,1,0,2,88.85,929.45,0,92.945
6551-VLJMV,34,1,3,1,20.05,679,0,19.97058824
1221-GHZEP,62,1,3,3,65.1,3846.75,0,62.04435484
9289-LBQVU,64,1,2,3,70.15,4480.7,0,70.0109375
6142-VSJQO,1,1,0,0,44.35,44.35,1,44.35
3458-IDMFK,25,1,3,3,20.75,499.4,0,19.976
6933-FHBZC,26,1,2,3,56.05,1553.2,0,59.73846154
0221-NAUXK,10,1,2,0,19.95,219.5,0,21.95
9770-KXGQU,53,1,2,3,98.6,5311.85,0,100.2235849
6437-UKHMV,7,1,0,2,79.7,586.05,1,83.72142857
6538-POCHL,33,1,0,1,79,2576.8,0,78.08484848
6726-NNFWD,71,1,3,1,89.45,6435.25,0,90.63732394
3002-WQZWT,29,1,0,2,74.2,1993.25,0,68.73275862
4277-UDIEF,24,1,0,0,81,1923.85,0,80.16041667
1208-NBVFH,20,1,0,2,49.6,939.8,0,46.99
4912-PIGUY,1,1,0,2,84.6,84.6,0,84.6
1114-CENIM,54,1,0,1,55,3092.65,1,57.2712963
6060-DRTNL,5,1,0,3,84.85,415.55,1,83.11
2725-TTRIQ,72,1,3,0,84.2,5986.55,0,83.14652778
3374-TTZTK,52,1,3,2,106.3,5487,0,105.5192308
8990-ZXLSU,9,1,0,2,69.05,651.5,0,72.38888889
2275-RBYQS,1,1,0,3,45.4,45.4,0,45.4
8473-VUVJN,1,1,0,2,73.65,73.65,1,73.65
6289-CPNLD,33,1,2,3,73.9,2405.05,1,72.88030303
5536-SLHPM,55,1,0,2,77.75,4458.15,1,81.05727273
4419-UJMUS,69,1,3,2,99.35,6856.45,0,99.36884058
7794-JASDG,1,1,0,3,50.75,50.75,0,50.75
7609-YBPXG,54,1,3,0,87.1,4735.2,0,87.68888889
5519-TEEUH,33,1,2,3,20.15,682.15,0,20.67121212
7856-GANIL,45,1,2,0,98.7,4525.8,0,100.5733333
0804-XBFBV,11,0,0,2,25.2,321.05,0,29.18636364
2676-OXPPQ,6,1,0,0,55.7,335.65,0,55.94166667
3703-TTEPD,21,1,0,0,65.35,1424.4,0,67.82857143
2799-TSLAG,65,1,3,0,25.3,1748.55,0,26.90076923
0196-VULGZ,6,1,0,2,84.35,474.9,1,79.15
8837-VVWLQ,8,1,0,2,84.95,668.4,1,83.55
2696-NARTR,11,1,0,2,73.85,926.25,1,84.20454545
2208-NKVVH,43,1,3,3,24.25,1077.95,0,25.06860465
7614-QVWQL,49,0,2,0,51.8,2541.25,1,51.8622449
1976-CFOCS,1,1,0,2,46,46,1,46
4631-OACRM,15,1,0,2,79.4,1156.1,1,77.07333333
7139-JZFVG,60,1,3,0,60.5,3694.45,0,61.57416667
4987-GQWPO,17,0,0,1,25.1,382.8,0,22.51764706
3755-JBMNH,16,1,0,0,71.8,1167.8,1,72.9875
1757-TCATG,35,1,2,0,20.05,746.75,0,21.33571429
6345-ULYRW,44,1,2,3,88.4,3912.9,1,88.92954545
4776-XSKYQ,12,0,2,1,30.25,368.85,0,30.7375
8048-DSDFQ,1,1,0,3,20.2,20.2,0,20.2
5753-QQWPW,28,1,2,2,59.9,1654.7,0,59.09642857
6010-DDPPW,70,1,3,0,25.15,1940.85,0,27.72642857
1809-DMJHQ,5,1,0,3,46,221.7,1,44.34
6693-FRIRW,18,1,0,1,101.3,1794.65,0,99.70277778
6586-MYGKD,70,1,3,1,76.95,5289.8,0,75.56857143
3173-NVMPX,9,1,0,3,55.3,501.2,0,55.68888889
0248-PGHBZ,67,1,3,0,92.45,6140.85,0,91.65447761
0623-GDISB,1,1,0,0,48.45,48.45,0,48.45
2892-GESUL,18,1,3,3,19.35,309.25,0,17.18055556
6923-EFPNL,4,1,0,1,51.75,201.1,1,50.275
7472-EQOAV,71,1,2,0,86.7,6179.35,0,87.03309859
9574-RKJIF,30,1,0,2,94.4,2838.7,1,94.62333333
2043-WVTQJ,1,1,0,3,55.7,55.7,0,55.7
8034-RYTVV,55,1,2,1,84.25,4589.85,0,83.45181818
3863-QSTYI,59,1,0,2,64.65,3735.45,0,63.31271186
2619-WFQWU,1,1,0,3,70.15,70.15,1,70.15
5044-LRQAQ,7,1,0,0,69.2,477.55,0,68.22142857
1716-LSAMB,45,1,3,0,54.65,2553.7,0,56.74888889
1333-PBMXB,54,1,2,0,24.75,1342.15,0,24.85462963
6546-OPBBH,51,1,2,3,23.95,1216.35,0,23.85
5985-BEHZK,72,1,2,1,105,7578.05,0,105.2506944
9127-QRZMH,44,1,2,0,59.85,2603.95,0,59.18068182
5919-VCZYM,2,1,0,3,20.05,42.7,0,21.35
9644-KVCNC,66,1,2,0,92.15,6056.9,0,91.77121212
2137-DQMEV,68,0,2,3,44.8,2983.65,0,43.87720588
8174-LNWMW,31,1,3,1,20.9,689.35,0,22.23709677
9279-CJEOJ,21,1,0,0,95.4,2025.1,0,96.43333333
7964-VEXDG,21,1,0,2,80.35,1747.2,0,83.2
2404-JIBFC,55,1,3,0,85.1,4657.95,0,84.69
0778-NELLA,9,0,0,1,34.7,296.1,1,32.9
8029-XYPWT,71,1,3,0,115.05,8016.6,0,112.9098592
4614-NUVZD,1,1,0,2,81.1,81.1,1,81.1
4632-PAOYU,22,1,2,3,19.95,433.5,0,19.70454545
3803-KMQFW,1,1,0,3,20.55,20.55,1,20.55
6804-GDMOI,61,1,3,2,106.6,6428.4,1,105.3836066
2990-OGYTD,67,1,3,0,86.15,5883.85,0,87.81865672
6646-JPPHA,14,1,0,2,78.85,1043.8,0,74.55714286
9572-MTILT,59,1,0,2,106.75,6252.9,1,105.9813559
7658-UYUQS,21,1,0,0,86.55,1857.25,0,88.44047619
7880-XSOJX,4,0,0,3,42.4,146.4,0,36.6
9611-CTWIH,3,1,0,2,89.45,240.45,1,80.15
4589-IUAJB,70,1,3,0,24.25,1724.15,0,24.63071429
0329-GTIAJ,3,1,0,2,97.9,315.3,1,105.1
8746-BFOAJ,21,1,2,0,20.5,429.55,0,20.4547619
8457-XIGKN,20,1,0,1,19.6,356.15,0,17.8075
6072-NUQCB,22,1,2,0,20.25,488.25,0,22.19318182
6629-CZTTH,1,1,0,3,55.7,55.7,1,55.7
8838-GPHZP,63,1,3,3,20.6,1298.7,0,20.61428571
8750-QWZAJ,70,1,3,0,19.8,1378.75,0,19.69642857
5364-EVNIB,13,1,0,2,79.8,973.45,1,74.88076923
6918-UMQCG,5,1,0,2,80.2,384.25,0,76.85
0675-NCDYU,72,1,3,1,116.4,8543.25,0,118.65625
6339-DKLMK,13,0,0,2,31.65,389.95,0,29.99615385
1346-PJWTK,61,1,0,1,94.15,5731.85,0,93.9647541
5088-QZLRL,1,1,0,2,20.65,20.65,0,20.65
8023-QHAIO,56,1,0,0,76.85,4275.75,0,76.35267857
4397-FRLTA,4,1,0,3,20.15,84.5,0,21.125
3057-VJJQE,35,1,3,3,55.25,1924.1,0,54.97428571
5087-SUURX,18,0,0,2,39.05,669.85,1,37.21388889
2302-OUZXB,72,1,3,0,82.15,5784.3,0,80.3375
8133-ANHHJ,49,1,2,0,103,5166.2,0,105.4326531
2270-CHBFN,44,1,0,1,95.1,4060.55,0,92.28522727
0013-EXCHZ,3,1,0,3,83.9,267.4,1,89.13333333
5982-FPVQN,37,1,0,2,95.15,3532.85,0,95.48243243
9107-UKCKY,61,1,2,2,79.8,4914.8,0,80.5704918
4654-ULTTN,70,1,3,1,74.8,5315.8,0,75.94
5550-VFRLC,1,1,0,2,69.85,69.85,1,69.85
5546-BYZSM,41,1,0,2,20.45,775.6,0,18.91707317
1492-KGETH,70,1,2,0,78.35,5445.95,0,77.79928571
4929-BSTRX,1,1,0,3,53.55,53.55,1,53.55
4163-HFTUK,51,1,2,2,19.1,1007.8,0,19.76078431
8215-NGSPE,42,1,3,3,20,833.55,0,19.84642857
2225-ZRGSG,70,1,3,0,93.9,6579.05,1,93.98642857
8859-YSTWS,48,1,2,0,19.95,1004.5,0,20.92708333
5271-YNWVR,68,1,3,2,113.15,7856,1,115.5294118
7601-DHFWZ,48,1,3,1,24,1183.05,0,24.646875
2657-ALMWY,26,1,0,2,84.95,2169.75,1,83.45192308
6330-JKLPC,11,1,0,0,80.5,896.9,1,81.53636364
4667-OHGKG,1,1,0,3,19.3,19.3,1,19.3
1998-VHJHK,27,1,2,3,19.15,501.35,0,18.56851852
1707-HABPF,46,1,2,0,91.3,4126.35,0,89.70326087
1660-HSOOQ,1,1,0,3,49.65,49.65,1,49.65
7253-UVNDW,46,1,3,1,54.35,2460.15,1,53.48152174
0487-VVUVK,25,1,0,3,19.15,477.6,0,19.104
7228-OMTPN,4,1,0,2,88.45,370.65,1,92.6625
5063-IUOKK,13,1,3,3,19.75,265.75,0,20.44230769
4508-OEBEY,31,1,2,1,75.5,2424.45,0,78.20806452
0027-KWYKW,23,1,0,2,83.75,1849.95,0,80.4326087
2308-STERM,2,1,0,3,19.4,61.05,0,30.525
5982-XMDEX,65,1,3,0,26.5,1698.55,0,26.13153846
6284-AHOOQ,22,1,0,0,90.5,1910.6,1,86.84545455
6051-PTVNS,55,1,2,1,19.15,998.1,0,18.14727273
2344-JMOGN,9,1,0,3,94.85,890.6,1,98.95555556
3799-ISUZQ,7,1,0,0,69.95,529.5,1,75.64285714
2877-VDUER,35,0,2,3,40.9,1383.6,0,39.53142857
9152-AMKAK,6,1,3,3,80.25,493.4,0,82.23333333
1794-HBQTJ,1,1,0,1,48.6,48.6,1,48.6
9432-VOFYX,17,1,0,2,70.8,1207,0,71
8049-WJCLQ,10,1,0,3,60.2,563.5,0,56.35
6586-PSJOX,15,1,2,1,55.2,864.55,0,57.63666667
2460-FPSYH,40,0,0,2,55.8,2109.35,1,52.73375
9705-ZJBCG,13,1,2,0,54.15,701.05,0,53.92692308
4818-DRBQT,29,1,0,0,80.15,2265.25,1,78.11206897
1320-HTRDR,3,1,0,2,75.5,220.6,1,73.53333333
6847-KJLTS,58,1,0,0,100.4,5749.8,0,99.13448276
9670-BPNXF,45,1,2,1,62.55,2796.45,0,62.14333333
3913-FCUUW,72,1,3,0,70.45,5165.7,0,71.74583333
3301-VKTGC,68,1,2,0,85.5,5696.6,0,83.77352941
1493-AMTIE,1,1,0,0,20.2,20.2,1,20.2
9555-SAHUZ,38,1,0,2,54.5,2076.05,0,54.63289474
0816-TSPHQ,2,1,0,3,20.75,44.2,0,22.1
9932-WBWIK,11,1,0,3,20.35,215.25,0,19.56818182
4619-EVPHY,20,1,2,0,91,1859.5,0,92.975
5286-YHCVC,72,1,3,0,104.8,7470.1,0,103.7513889
6424-ELEYH,3,1,0,1,74.75,229.5,1,76.5
4391-RESHN,23,1,0,3,104.05,2470.1,1,107.3956522
9115-YQHGA,40,1,0,2,51.1,2092.9,0,52.3225
4462-CYWMH,62,1,0,0,89.8,5629.55,0,90.79919355
8963-MQVYN,22,1,0,2,20.55,469.85,0,21.35681818
2458-EOMRE,11,1,0,0,64.05,733.95,0,66.72272727
9334-GWGOW,7,1,0,2,74.85,485.25,0,69.32142857
6821-BUXUX,13,1,0,2,96.65,1244.5,1,95.73076923
5028-HTLJB,1,1,0,3,20.05,20.05,1,20.05
9801-GDWGV,39,1,0,2,103.45,3994.45,1,102.4217949
6542-LWGXJ,3,0,0,3,25,78.25,0,26.08333333
5567-GZKQY,58,1,3,1,20.3,1131.5,0,19.50862069
1222-LRYKO,6,1,0,3,26.35,184.05,0,30.675
2320-JRSDE,1,1,0,2,19.9,19.9,1,19.9
2087-QAREY,22,1,0,3,54.7,1178.75,0,53.57954545
0601-WZHJF,14,0,0,2,46.35,667.7,1,47.69285714
4423-JWZJN,64,1,2,1,90.25,5629.15,0,87.95546875
5143-WMWOG,1,1,0,2,19.95,19.95,1,19.95
6490-FGZAT,6,1,0,3,20.65,109.3,0,18.21666667
5393-RXQSZ,1,1,0,2,79.6,79.6,1,79.6
7452-FOLON,39,1,2,0,25.45,958.45,0,24.57564103
2320-TZRRH,20,1,2,3,19.5,403.15,0,20.1575
0231-LXVAP,1,1,0,2,75.9,75.9,1,75.9
9444-JTXHZ,1,1,0,2,76.2,76.2,1,76.2
4942-VZZOM,64,1,2,1,66.15,4392.5,0,68.6328125
5510-BOIUJ,1,1,0,3,19.25,19.25,1,19.25
7502-BNYGS,46,1,0,1,69.1,3168,0,68.86956522
4291-HYEBC,28,0,2,2,39.1,1096.6,0,39.16428571
6147-CBCRA,33,1,0,3,20.05,669.45,0,20.28636364
6047-SUHPR,39,1,2,2,59.8,2343.85,0,60.09871795
4471-KXAUH,42,1,0,2,84.3,3588.4,1,85.43809524
9752-ZNQUT,1,1,0,2,48.6,48.6,0,48.6
7638-QVMVY,7,1,0,2,79,522.95,1,74.70714286
1576-PFZIW,70,1,3,1,105.35,7511.9,0,107.3128571
5666-MBJPT,65,1,3,0,25.1,1725,0,26.53846154
7312-XSBAT,1,1,0,2,49.75,49.75,0,49.75
3096-GKWEB,18,1,0,2,94.75,1691.9,0,93.99444444
2371-JQHZZ,24,1,0,2,93,2248.05,0,93.66875
0674-GCDXG,63,1,3,0,71.9,4479.2,0,71.0984127
1121-QSIVB,44,1,2,3,77.55,3471.1,0,78.88863636
4396-KLSEH,4,1,0,2,19.85,63,0,15.75
3244-DCJWY,1,1,0,2,70.25,70.25,1,70.25
2824-MYYBN,37,1,0,2,95.25,3314.15,0,89.57162162
0875-CABNR,10,1,0,1,84.6,865.55,1,86.555
6345-HOVES,34,0,0,0,25.05,852.7,0,25.07941176
8318-LCNBW,35,0,2,1,53.15,1930.9,0,55.16857143
6469-QJKZW,4,1,0,2,20.15,91.4,0,22.85
0147-ESWWR,39,1,0,2,101.25,3949.15,0,101.2602564
1217-VASWC,43,1,2,0,100.55,4304,0,100.0930233
7812-FZHPE,17,1,0,3,24.1,409.9,1,24.11176471
6370-ZVHDV,61,1,3,0,25.3,1554.9,0,25.49016393
5915-DGNVC,49,1,2,2,71.8,3472.05,0,70.85816327
6260-XLACS,4,1,2,3,19.7,117.8,0,29.45
3566-CAAYU,64,0,3,2,49.85,3210.35,0,50.16171875
4983-CCWMC,3,1,0,3,69.6,207.4,0,69.13333333
9103-CXVOK,1,1,0,2,19.75,19.75,0,19.75
2896-TBNBE,40,1,2,2,80.8,3132.75,0,78.31875
4797-AXPXK,1,1,0,2,60,60,1,60
5229-PRWKT,8,1,0,2,86.55,649.65,1,81.20625
6982-UQZLY,1,1,0,3,20.85,20.85,1,20.85
2522-WLNSF,34,1,2,0,64.2,2106.3,0,61.95
3841-CONLJ,1,0,0,2,35,35,0,35
5057-LCOUI,39,0,0,2,50.75,2011.4,1,51.57435897
0193-ESZXP,58,1,2,1,105.5,6205.5,1,106.9913793
4475-NVTLU,45,1,3,2,19.2,903.7,0,20.08222222
4369-HTUIF,6,1,0,0,85.15,503.6,1,83.93333333
9386-LDCZR,43,1,2,1,90.65,3882.3,0,90.28604651
9585-KKMFD,41,1,3,3,20,879.8,0,21.45853659
5399-ZIMKF,5,1,0,2,74.65,383.65,0,76.73
0336-KXKFK,72,0,3,1,61.2,4390.25,0,60.97569444
5619-XZZKR,4,1,2,3,19.95,68.2,0,17.05
3948-FVVRP,9,1,0,3,54.8,452.8,0,50.31111111
5327-XOKKY,72,1,3,1,73.45,5329,0,74.01388889
0983-TATYJ,33,1,2,3,51.45,1758.9,0,53.3
1813-JYWTO,72,1,3,0,80.45,5737.6,0,79.68888889
0156-FVPTA,22,1,0,2,54.2,1152.7,1,52.39545455
1984-FCOWB,70,1,2,2,109.5,7674.55,1,109.6364286
0654-HMSHN,21,1,0,2,104.4,2157.95,1,102.7595238
6719-OXYBR,15,1,0,2,85.3,1219.85,0,81.32333333
3312-ZWLGF,29,1,0,2,79.3,2414.55,0,83.26034483
6476-YHMGA,15,1,0,0,76.5,1155.6,0,77.04
5287-QWLKY,71,1,0,1,105.1,7548.1,1,106.3112676
0795-XCCTE,72,1,3,0,25.4,1809.35,0,25.12986111
0168-XZKBB,19,1,0,2,86.85,1564.4,0,82.33684211
3785-NRHYR,1,1,0,3,19.65,19.65,0,19.65
5196-SGOAK,1,1,0,2,75.7,75.7,1,75.7
4537-DKTAL,2,1,0,2,45.55,84.4,0,42.2
7072-MBHEV,11,1,0,1,78.1,864.85,0,78.62272727
5602-BVFMK,12,1,2,3,19.3,228.75,0,19.0625
6297-NOOPG,70,1,3,2,110.5,7752.05,0,110.7435714
1891-UAWWU,20,1,0,2,90.8,1951,1,97.55
8204-TIFGJ,23,1,0,0,20.3,470.6,0,20.46086957
8050-DVOJX,49,1,3,1,81.35,4060.9,0,82.8755102
6108-OQZDQ,4,1,0,2,97.95,384.5,1,96.125
0363-QJVFX,32,1,0,1,108.15,3432.9,1,107.278125
8903-XEBGX,2,1,0,2,55.3,108.65,0,54.325
8169-SAEJD,69,0,3,1,56.55,3952.65,0,57.28478261
9840-DVNDC,6,1,0,1,80.5,463.05,1,77.175
1089-XZWHH,24,1,3,3,19.7,494.05,0,20.58541667
2325-WINES,32,1,2,1,104.05,3416.85,0,106.7765625
6064-ZATLR,27,1,3,0,52.85,1498.65,0,55.50555556
3096-JRDSO,27,1,0,0,104.3,2867.75,1,106.212963
7824-PANSQ,58,1,0,0,80.65,4807.35,0,82.88534483
8042-JVNFH,1,1,0,3,71.35,71.35,1,71.35
9648-BCHKM,18,1,3,1,24.65,471.35,0,26.18611111
2888-ADFAO,47,1,3,0,21.3,1041.8,0,22.16595745
8707-HOEDG,70,1,3,2,110.2,7689.8,0,109.8542857
3374-LXDEV,13,1,0,2,89.4,1132.35,1,87.10384615
4072-IPYLT,36,1,0,1,51.05,1815,0,50.41666667
7167-PCEYD,67,1,3,3,19.8,1311.3,0,19.57164179
4936-YPJNK,10,1,0,3,19.9,199.45,0,19.945
1580-BMCMR,19,1,0,2,87.3,1637.3,0,86.17368421
4817-KEQSP,71,1,3,0,19.85,1326.35,0,18.68098592
6408-WHTEF,72,1,3,3,89.4,6376.55,0,88.56319444
9251-AWQGT,48,1,3,3,20,935.9,0,19.49791667
8749-CLJXC,1,1,0,3,20.05,20.05,0,20.05
7989-VCQOH,18,1,0,2,83.25,1611.15,0,89.50833333
5049-GLYVG,1,1,0,3,20.6,20.6,1,20.6
4199-QHJNM,67,1,3,0,102.9,6989.7,0,104.3238806
8882-TLVRW,69,0,3,3,39.1,2779.5,0,40.2826087
5883-GTGVD,19,1,0,2,99.95,1931.75,1,101.6710526
5135-GRQJV,72,1,3,3,114.5,8331.95,0,115.7215278
2384-OVPSA,38,1,3,3,20.2,735.9,0,19.36578947
1371-WEPDS,40,1,2,2,55.8,2283.3,0,57.0825
3580-GICBM,61,1,3,3,24.2,1445.2,0,23.69180328
4817-QRJSX,10,1,0,1,81,818.05,1,81.805
9730-DRTMJ,32,1,2,1,72.8,2333.05,0,72.9078125
4686-UXDML,21,1,0,1,99.85,1992.55,0,94.88333333
3349-ANQNH,59,1,2,2,99.5,5890,0,99.83050847
2398-YPMUR,13,1,0,2,70.15,916.75,1,70.51923077
0932-YIXYU,47,1,3,1,20.25,1029.8,0,21.9106383
7480-SPLEF,69,1,3,0,26,1796.55,0,26.03695652
7636-XUHWW,2,1,0,1,19.9,33.7,0,16.85
1431-CYWMH,22,1,0,0,19.05,454.05,0,20.63863636
5937-EORGB,15,1,0,2,96.5,1392.25,0,92.81666667
6349-JDHQP,53,1,3,1,19.85,1049.6,0,19.80377358
5539-HIVAK,28,1,0,3,25.7,734.6,0,26.23571429
5847-MXBEO,22,1,2,3,20.3,475.1,0,21.59545455
9985-MWVIX,1,1,0,3,70.15,70.15,1,70.15
4583-PARNH,16,1,0,2,91.55,1540.05,0,96.253125
1116-FRYVH,48,0,3,3,39.4,1978.65,0,41.221875
1421-HCERK,30,1,0,0,105.7,3181.8,0,106.06
9633-XQABV,3,1,0,2,70.25,229.7,0,76.56666667
0716-BQNDX,57,1,3,2,93.75,5625.55,0,98.69385965
1265-XTECC,68,1,2,1,96.55,6581.9,1,96.79264706
1183-CANVH,23,1,2,0,60,1347.15,0,58.57173913
1972-XMUWV,65,1,3,1,59.8,3808.2,0,58.58769231
8679-LZBMD,44,1,2,0,90.65,3974.15,0,90.32159091
3407-JMJQQ,71,1,3,0,109,7661.8,0,107.9126761
6252-DFGTK,37,1,2,1,68.1,2479.25,0,67.00675676
1539-LNKHM,12,1,0,3,20.4,266.6,0,22.21666667
8645-KOMJQ,69,1,3,0,81.95,5601.4,0,81.17971014
0289-IVARM,35,1,0,2,60.55,1982.6,0,56.64571429
9761-XUJWD,5,1,0,0,65.6,339.9,0,67.98
4057-FKCZK,58,1,3,0,82.5,4828.05,0,83.24224138
4291-TPNFG,72,1,3,0,82.3,5980.55,0,83.06319444
6087-YPWHO,72,1,3,3,68.15,4808.7,0,66.7875
3090-QFUVD,1,1,0,1,20.3,20.3,0,20.3
2237-ZFSMY,39,1,2,2,95.55,3692.85,1,94.68846154
1722-LDZJS,53,1,2,1,20.2,1068.15,0,20.15377358
1818-ESQMW,27,1,0,2,89.2,2383.6,0,88.28148148
4871-JTKJF,1,1,0,2,69.65,69.65,1,69.65
1415-YFWLT,1,1,0,2,89.3,89.3,1,89.3
7401-RUBNK,18,1,0,2,74.8,1438.05,0,79.89166667
0506-YLVKJ,46,1,3,3,20.2,917.45,0,19.94456522
8661-BOYNW,72,1,3,1,84.4,6096.45,0,84.67291667
6711-VTNRE,36,1,0,2,87.55,3078.1,1,85.50277778
4815-GBTCD,4,0,0,2,25.15,99.95,0,24.9875
2805-AUFQN,25,1,3,1,19.8,475.2,0,19.008
0980-PVMRC,40,0,0,2,50.85,2036.55,0,50.91375
7233-DRTRF,63,1,0,2,102.4,6444.05,0,102.2865079
3500-RMZLT,15,1,0,3,96.3,1426.75,1,95.11666667
3873-NFTGI,14,1,0,1,55.5,767.55,0,54.825
1162-ECVII,72,1,3,0,109.75,7932.5,0,110.1736111
7048-GXDAY,39,1,0,2,106.4,4040.65,0,103.6064103
8571-ZCMCX,47,0,3,1,60,2768.65,0,58.90744681
1169-WCVAK,19,1,0,1,88.8,1672.35,0,88.01842105
4548-SDBKE,5,1,0,2,85.2,474.8,1,94.96
8066-POXGX,13,0,0,2,35.1,446.1,1,34.31538462
7129-CAKJW,17,1,0,0,80.05,1345.65,0,79.15588235
8695-ARGXZ,34,1,0,2,75.55,2425.4,0,71.33529412
3570-YUEKJ,42,1,0,2,49.55,2077.95,0,49.475
4143-OOBWZ,5,1,0,2,81.3,416.3,1,83.26
1555-HAPSU,71,1,3,1,23.9,1663.5,0,23.42957746
1697-NVVGY,19,1,0,0,66.4,1286.05,0,67.68684211
7854-EKTJL,2,1,0,2,19.6,35.85,1,17.925
8464-EETCQ,57,1,3,1,18.8,1094.35,0,19.19912281
2419-FSORS,72,1,3,2,108.4,7719.5,0,107.2152778
8132-YPVBX,6,1,0,3,85.95,514.6,0,85.76666667
9102-IAYHT,17,1,0,2,85.45,1451.6,1,85.38823529
6754-LZUKA,61,1,3,0,80.9,4932.5,0,80.86065574
3422-LYEPQ,1,1,0,2,71,71,1,71
8099-MZPUJ,48,1,3,1,111.8,5443.65,0,113.409375
0787-LHDYT,16,1,0,1,20.6,330.25,0,20.640625
2642-DTVCO,9,1,0,2,85.05,746.5,1,82.94444444
0374-IOEGQ,3,1,0,2,44.6,122.7,0,40.9
4361-JEIVL,1,1,0,2,44.4,44.4,1,44.4
3197-NNYNB,65,1,3,1,105.1,6631.85,0,102.0284615
3396-DKDEL,70,1,3,1,115.15,8250,0,117.8571429
1752-OZXFY,60,1,2,3,59.8,3561.15,0,59.3525
9066-QRSDU,69,1,2,2,26.3,1763.55,0,25.55869565
9112-WSNPU,35,1,0,2,70.55,2419,0,69.11428571
9867-NNXLC,22,1,0,3,20.05,470.2,0,21.37272727
5321-NTRKC,66,1,3,0,79.85,5234.95,0,79.31742424
1363-TXLSL,1,1,0,2,70.3,70.3,1,70.3
9507-EXLTT,1,1,0,0,79.35,79.35,1,79.35
3161-GETRM,34,1,0,1,90.05,3097,0,91.08823529
0402-OAMEN,72,1,3,0,24.45,1709.1,0,23.7375
6933-VLYFX,31,0,2,2,59.95,1848.8,0,59.63870968
6754-WKSHP,30,1,2,0,25.35,723.3,0,24.11
9846-GKXAS,9,1,0,0,90.8,809.75,1,89.97222222
6017-PPLPX,20,1,0,2,70.45,1470.95,1,73.5475
4976-LNFVV,19,0,0,1,34.3,577.15,0,30.37631579
5055-MGMGF,65,1,0,2,105.05,6914.95,0,106.3838462
4641-FROLU,30,1,3,3,19.3,602.9,0,20.09666667
2862-JVEOY,6,1,2,3,19.15,124.4,0,20.73333333
2969-QWUBZ,2,0,0,2,51.4,96.8,0,48.4
9822-BIIGN,53,1,0,2,71.85,3827.9,0,72.2245283
2077-MPJQO,7,1,0,2,75.4,533.05,0,76.15
1534-OULXE,61,1,2,0,49.7,2961.4,0,48.54754098
